,0
0,0.15
1,0.15
2,0.175
3,0.175
4,0.19999999999999998
5,0.19999999999999998
6,0.19999999999999998
7,0.19999999999999998
8,0.19999999999999998
9,0.19999999999999998
10,0.19999999999999998
11,0.19999999999999998
12,0.19999999999999998
13,0.19999999999999998
14,0.19999999999999998
15,0.19999999999999998
16,0.19999999999999998
17,0.19999999999999998
18,0.22499999999999998
19,0.22499999999999998
20,0.22499999999999998
21,0.22499999999999998
22,0.22499999999999998
23,0.22499999999999998
24,0.22499999999999998
25,0.22499999999999998
26,0.22499999999999998
27,0.22499999999999998
28,0.22499999999999998
29,0.22499999999999998
30,0.22499999999999998
31,0.22499999999999998
32,0.22499999999999998
33,0.22499999999999998
34,0.24999999999999997
35,0.24999999999999997
36,0.24999999999999997
37,0.24999999999999997
38,0.24999999999999997
39,0.24999999999999997
40,0.24999999999999997
41,0.24999999999999997
42,0.24999999999999997
43,0.24999999999999997
44,0.24999999999999997
45,0.24999999999999997
46,0.24999999999999997
47,0.24999999999999997
48,0.24999999999999997
49,0.24999999999999997
